Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Untitled from Painting Lesson,Nahum Tevet,5839,"(Israeli, born 1946)",(Israeli),(1946),(0),(male),1992,One from a bound album of eight photogravures,"plate: 3 1/2 × 3 7/16"" (8.9 × 8.8 cm); sheet: 10 15/16 × 9 13/16"" (27.8 × 24.9 cm)",Gift of Jacob and Yael Samuel,1723.2015.1,Illustrated Book,Drawings & Prints,2015-10-27,Y,200197,https://www.moma.org/collection/works/200197,https://www.moma.org/media/W1siZiIsIjM0MzUwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3b186df1ccf92ab1,,,,,8.9,,,8.8,,
Development Plan for Charles E. Roberts Project (Block plan),Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(male),1903–1904,Ink and colored pencil on drafting cloth,"15 3/8 × 27 1/4"" (39.1 × 69.2 cm)","The Frank Lloyd Wright Foundation Archives (The Museum of Modern Art | Avery Architectural & Fine Arts Library, Columbia University, New York)",FLW.DR.0309.003,Frank Lloyd Wright Archive,Architecture & Design,,N,200994,,,,,0.0,,39.0525781052,,,69.2151384303,,
"IIT S.R. Crown Hall, Chicago, IL (First-floor plan.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1950—1956,Pencil on paper,(53.3 x 119.4 cm.),"Mies van der Rohe Archive, gift of the architect",MR5001.117,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,459169,,,,,,,,,,,,
"Feininger, Gedächtnis Ausstellung, Haus van der Grinten",Franz Josef van der Grinten,43134,"(German, born 1933)",(German),(1933),(0),(male),1956,Linocut,"30 15/16 x 23"" (78.6 x 58.4 cm)","Gift of Haus an der Grinten, Kranenburg",69.1960.2,Design,Architecture & Design,1960-04-06,N,168990,,,,,,,78.5814071628,,,58.4201168402,,
"Coiffure, plate 4 (folio 16) from Picture Book",Jean Charlot,1074,"(American, born France. 1898–1979)",(American),(1898),(1979),(male),1933,,"irreg. composition  8 1/8 x 6 1/8"" (20.7 x 15.5 cm)",The Louis E. Stern Collection,761.1964.7,Illustrated Book,Drawings & Prints,1964-10-06,N,23317,,,,,,,20.7,,,15.5,,
"The Head of Blessed Oliver Plunkett, Ireland",Alen MacWeeney,3677,"(American, born 1939)",(American),(1939),(0),(male),1965-66,Gelatin silver print,"12 × 11 1/4"" (30.5 × 28.5 cm)",Gift of Mr. and Mrs. James Hunter,413.1992.6,Photograph,Photography,1992-10-15,N,53048,,,,,,,30.5,,,28.5,,
Let's Play Prisoners,Julie Zando,32449,"(American, born 1961)",(American),(1961),(0),(female),1988,"Video (black and white, sound)",22 min.,Purchase,707.1990,Video,Media and Performance,1990-04-09,Y,107965,https://www.moma.org/collection/works/107965,https://www.moma.org/media/W1siZiIsIjEyNzE5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ba17779e1fbe177d,,,,,,,,,,1320.0
"88, rue Bonaparte",Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(male),1905-06,Albumen silver print,8 5/8 × 6 15/16 (21.9 × 17.6 cm),Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.2107,Photograph,Photography,1968-03-06,Y,40099,https://www.moma.org/collection/works/40099,https://www.moma.org/media/W1siZiIsIjI4MjgzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9aef03e0ae883fa2,,,,,21.9075,,,17.6213,,
"IIT Electrical Engineering and Physics Building (Siegel Hall), Chicago, IL (Window details. Sections. Elevation.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1954—1955,Pencil on paper,(53.3 x 128.3 cm.),"Mies van der Rohe Archive, gift of the architect",MR5505.99,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,458506,,,,,,,,,,,,
Plate (facing page 164) from SAINTE MONIQUE,Pierre Bonnard,665,"(French, 1867–1947)",(French),(1867),(1947),(male),1920-1930,Lithograph,"irreg. composition  10 1/4 x 8 7/16"" (26 x 21.5 cm)",The Louis E. Stern Collection,697.1964.120,Illustrated Book,Drawings & Prints,1964-10-06,N,21713,,,,,,,26.0,,,21.5,,
Front cover from GLI ANGELI MI DISTURBANO,Masuo Ikeda,2801,"(Japanese, 1934–1997)",(Japanese),(1934),(1997),(male),1969,"Lithograph, printed in color","irreg. composition  8 7/16 x 3 11/16"" (21.4 x 9.3 cm)",Monroe Wheeler Fund,200.1970.10,Illustrated Book,Drawings & Prints,1970-05-12,N,13321,,,,,,,21.4,,,9.3,,
Untitled from the portfolio Souvenirs du Camp de Chalons,Gustave Le Gray,3429,"(French, 1820–1884)",(French),(1820),(1884),(male),1857,Albumen silver print from a wet-collodion glass negative,"6 × 13 1/16"" (15.3 × 33.2 cm)",Gift of Paul F. Walter,325.1991.11,Photograph,Photography,1991-10-25,Y,50824,https://www.moma.org/collection/works/50824,https://www.moma.org/media/W1siZiIsIjIwMTEwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d8b76a04abb41f40,,,,,15.3,,,33.2,,
Untitled,Unidentified photographer,8595,,(),(0),(0),(),c. 1938–60,Gelatin silver print,"Approx. 2 × 2"" (5.1 × 5.1 cm)",Gift of Peter J. Cohen,767.2017.198,Photograph,Photography,2017-10-26,Y,277197,https://www.moma.org/collection/works/277197,https://www.moma.org/media/W1siZiIsIjQzNDY3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=58f743726585285b,,,,,5.08001016,,,5.08001016,,
Scale Piece for John Cage,Albert M. Fine,1874,"(American, 1932–1987)",(American),(1932),(1987),(male),1966,Offset card,"sheet: 2 3/16 x 2 1/2"" (5.6 x 6.4 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,3563.2008.x1-x25,Print,Drawings & Prints,2008-10-08,Y,135365,https://www.moma.org/collection/works/135365,https://www.moma.org/media/W1siZiIsIjQwMDY1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0f43d8581aa09417,,,,,5.6,,,6.4,,
Untitled,Eliot Porter,4700,"(American, 1901–1990)",(American),(1901),(1990),(male),"September 29, 1948",Gelatin silver print,"9 9/16 × 7 5/8"" (24.3 × 19.4 cm)",Gift of David H. McAlpin,1792.1968,Photograph,Photography,1968-05-01,N,58375,,,,,,,24.3,,,19.4,,
"Devikripa - Staged Portrait, Seemapuri, Delhi; Sit-in, Family Planning Centre, Nandnagari, Delhi; Sikh widow, Trilokpuri",Sheba Chhachhi,136791,"(Indian, born Ethiopia, born 1958)",(Indian),(1958),(0),(female),1990,"Gelatin silver print, printed 2024","30 1/8 × 20"" (76.5 × 50.8 cm)",Judith and Wm. Brian Little Fund,55.2024.3,Photograph,Photography,2024-02-08,N,452186,,,,,,,81.9151638303,,,55.8801117602,,
"Parc de la Villette, Le Case Vide, Paris, France (Axonometric of folly)",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(male),1984,"Pen, ink, gouache, and airbrush on paper","37 3/16 x 37 5/16"" (94.5 x 94.8 cm)",Gift of the Peter Norton Family Foundation,22.2000,Architecture,Architecture & Design,2000-01-19,Y,85,https://www.moma.org/collection/works/85,,,,,,94.4564,,,94.7739,,
Forms and Red,A. E. Gallatin,2057,"(American, 1881–1952)",(American),(1881),(1952),(male),December 1949,Oil on canvas,"30 x 23"" (76.2 x 58.4 cm)",Purchase (by exchange),134.1951,Painting,Painting & Sculpture,1951-05-24,Y,78944,https://www.moma.org/collection/works/78944,https://www.moma.org/media/W1siZiIsIjE3MTkyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0e33a1fae0fbeb0b,,,,,76.2,,,58.4,,
Brussels World Fair (View of the fair),"Ivan Chermayeff, Thomas Geismar, Robert Brownjohn","1091, 8080, 816","(American, born England 1932–2017) (American, born 1931) (American, 1925–1970)",(American) (American) (American),(1932) (1931) (1925),(2017) (0) (1970),(male) (male) (male),1958,Silver-gelatin print,"10 x 8"" (25.4 x 20.3 cm)",Gift of Don Goeman,1080.2011.2,Design,Architecture & Design,2011-12-06,Y,155366,https://www.moma.org/collection/works/155366,https://www.moma.org/media/W1siZiIsIjI1MDc1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=682de4d73a3ef7c6,,,,,25.4000508001,,,20.3200406401,,
Mattias Escape Durlangen,Collier Schorr,26480,"(American, born 1963)",(American),(1963),(0),(female),2000,Chromogenic print,"35 × 44"" (88.9 × 111.8 cm)",David H. McAlpin Fund,258.2004.x1-x2,Photograph,Photography,2004-05-13,N,88988,,,,,,,88.9002,,,111.7602,,
Untitled,J. Gurney,2416,"(American, 1812–1886)",(American),(1812),(1886),(male),c. 1850,Daguerreotype,"4 1/2 × 3 1/4"" (11.4 × 8.3 cm)",Gift of Dan Budnik,56.1966,Photograph,Photography,1966-01-11,Y,45116,https://www.moma.org/collection/works/45116,https://www.moma.org/media/W1siZiIsIjQ2NzkxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=005bcfab3342d5f4,,,,,11.4,,,8.3,,
Machiavelli fur Kinder from the Museum in Progress project Functional Pictures,Claudia Hart,2518,"(American, born 1955)",(American),(1955),(0),(female),"(newspaper published: July 17/18, 1999)","Lithograph, offset printed","sheet: 18 1/2 x 12 3/8"" (47 x 31.5 cm)",Linda Barth Goldstein Fund,514.2006.164,Print,Drawings & Prints,2006-06-01,N,103581,,,,,,,47.0,,,31.5,,
"Julio Plaza exhibition, Universidad de Puerto Rico",Unidentified Designer,48084,(Puerto Rican),(Puerto Rican),(0),(0),(),1968,,"23 3/4 x 17 1/4"" (60.3 x 43.8 cm)",Anonymous gift,928.2015,Design,Architecture & Design,2015-06-04,N,193003,,,,,,,60.3251206502,,,43.8150876302,,
Untitled,Francis Alÿs,8383,"(Belgian, born 1959)",(Belgian),(1959),(0),(male),,Newspaper clipping,"Sheet: 5 x 3 5/8"" (12.7 x 9.2 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-Josée and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, Düsseldorf, and Committee on Media Funds",209.2007.38,Ephemera,Media and Performance,,Y,134969,https://www.moma.org/collection/works/134969,https://www.moma.org/media/W1siZiIsIjE4NDA4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=56e737eed59c4c8e,,,,,12.7000254001,,,9.207518415,,
Solos,"Richard ""Dickie"" Landry",47648,"(American, born 1938)",(American),(1938),(0),(),1973,Two 12-inch vinyl records,"cover: 12 3/8 × 12 1/4"" (31.4 × 31.1 cm)",Committee on Prints and Illustrated Books Fund,854.2013.154,Audio,Drawings & Prints,2013-10-10,Y,184022,https://www.moma.org/collection/works/184022,https://www.moma.org/media/W1siZiIsIjM3NjQ3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cb282595c0657645,,,0.0,,31.4325628651,,,31.1150622301,,
"Unnamed Crater (plate, folio 17) from Lunar Transformations",Len Gittleman,2182,"(American, born 1932)",(American),(1932),(0),(male),1972,Screenprint from an illustrated book with ten screenprints,"composition: 11 1/16 x 23 1/16"" (28.1 x 58.5 cm); page: 28 x 22"" (71.1 x 55.9 cm)",Gift of Robert Wolf,9.1973.7,Illustrated Book,Drawings & Prints,1973-01-04,Y,9116,https://www.moma.org/collection/works/9116,,,,,,28.1,,,58.5,,
Beach Blanket Bingo,Unidentified photographer,8595,,(),(0),(0),(),1965,"Silver dye bleach print, printed 1982","18 1/2 × 18 9/16"" (47 × 47.2 cm)",Gift of Marvin Heiferman,142.2002,Photograph,Photography,2002-04-11,Y,84220,https://www.moma.org/collection/works/84220,https://www.moma.org/media/W1siZiIsIjI4OTUzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5fd72508df1b9c86,,,,,47.0,,,47.2,,
Tropical Night,Christopher Cozier,135371,"(born 1959, Trinidad and Tobago)",(Trinidad and Tobagonian),(1959),(0),(),2006-14,"1 of 268 sheets with acrylic, ink, colored ink, pencil, and colored pencil on paper, some with stamped ink, stencil, solvent transfer, and cut-and-pasted colored and painted paper","9 × 7"" (22.9 × 17.8 cm)",Latin American and Caribbean Fund and Fund for the Twenty-First Century,783.2022.138,Drawing,Drawings & Prints,2022-12-15,Y,444326,https://www.moma.org/collection/works/444326,https://www.moma.org/media/W1siZiIsIjU0MDY2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7f1b8639d5686320,,,0.0,,22.8600457201,,,17.7800355601,,
"IIT Library and Administration Building, Chicago, IL (Structural detail. Section.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1944—1945,Pencil on vellum,(86.4 x 101.6 cm.),"Mies van der Rohe Archive, gift of the architect",MR4404.686,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,456087,,,,,,,,,,,,
Origin Issue,Raymond Pettibon,7500,"(American, born 1957)",(American),(1957),(0),(male),"1985, published 1991","Artist's book, lithograph printed","page: 8 1/2 × 5 1/2"" (21.6 × 14 cm); overall (closed): 8 1/2 × 5 9/16 × 1/16"" (21.6 × 14.2 × 0.2 cm)",Gift of Ulrich Loock,1706.2015,Illustrated Book,Drawings & Prints,2015-10-27,Y,196378,https://www.moma.org/collection/works/196378,https://www.moma.org/media/W1siZiIsIjM0Mzc2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=466df687a38fae58,,,,,21.6,,,14.0,,
30 Janv 1984 from Paysages,Gérard Duchène,1636,"(French, born 1944)",(French),(1944),(0),(male),1984,One from a portfolio of ten relief prints,"composition and sheet: 15 5/8 x 11 5/8"" (39.7 x 29.6 cm)",The Philip and Lynn Straus Foundation Fund and Purchase,298.1989.9,Print,Drawings & Prints,1989-10-12,Y,135033,https://www.moma.org/collection/works/135033,https://www.moma.org/media/W1siZiIsIjE5MDA2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a172a8a73446193b,,,,,39.7,,,29.6,,
Greeks,Jan Groover,2358,"(American, 1943–2012)",(American),(1943),(2012),(female),1984,Platinum/palladium print in bound volume,"2 1/8 × 2 5/8"" (5.4 × 6.7 cm)",Gift of Lily Auchincloss,337.1994.28,Photograph,Photography,1994-06-09,Y,51177,https://www.moma.org/collection/works/51177,https://www.moma.org/media/W1siZiIsIjM1NTgxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8635b943ea6f2f85,,,,,5.4,,,6.7,,
"Untitled, plate 2 of 5, from the illustrated book, The Laws of Nature",Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(female),2000-2001,"Drypoint, with hand additions","plate: 4 3/4 x 5 13/16"" (12 x 14.7 cm); sheet: 15 9/16 x 9 9/16"" (39.5 x 24.3 cm)",Gift of the artist,1021.2008,Print,Drawings & Prints,2008-06-18,Y,116487,https://www.moma.org/collection/works/116487,https://www.moma.org/media/W1siZiIsIjI2Nzg1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9e367482d89cc77d,,,,,12.0,,,14.7,,
"Algonquin Apartment Buildings, Scheme #1/Scheme #2, Chicago, IL (Floor plans. Sketch.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1948—1951,Pencil on tracing paper,(21.5 x 33 cm.),"Mies van der Rohe Archive, gift of the architect",MR4905.67,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,462629,,,,,,,,,,,,
Untitled from Suite Ibiza,Karl Fred Dahmen,1358,"(German, 1917–1981)",(German),(1917),(1981),(male),1963,One from a portfolio of eight etchings (six with blind embossing),"composition (irreg.): 10 3/16 × 8 3/8"" (25.8 × 21.3 cm); sheet (irreg.): 21 × 14 13/16"" (53.4 × 37.6 cm)",Celeste and Armand Bartos Fund,1151.1964.5,Print,Drawings & Prints,1964-11-10,N,156215,,,,,,,25.8,,,21.3,,
"Autorretrato como Seri, Desierto de Sonora (Self-Portrait as Seri, Sonoran Desert)",Graciela Iturbide,2844,"(Mexican, born 1942)",(Mexican),(1942),(0),(female),1979,Gelatin silver print,"9 5/16 × 9 3/16"" (23.6 × 23.4 cm)",Acquired through the generosity of the William Talbott Hillman Foundation,314.2016,Photograph,Photography,2016-05-19,Y,202039,https://www.moma.org/collection/works/202039,https://www.moma.org/media/W1siZiIsIjM0MjA5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f2ab77ada5400b10,,,,,23.6,,,23.4,,
"Neizdannyi Khlebnikov, no. 17",Natalia Goncharova,2229,"(Russian, 1881–1962)",(Russian),(1881),(1962),(female),1930,Cover with lithographed manuscript design on front by Goncharova; and lithographed manuscript text by Mikhail Pustynin and Olga Olesha-Suok,"Page: 6 5/8 x 7 11/16"" (16.8 x 19.5 cm)",Gift of The Judith Rothschild Foundation,406.2001.P,Illustrated Book,Drawings & Prints,2001-01-24,Y,91291,https://www.moma.org/collection/works/91291,https://www.moma.org/media/W1siZiIsIjIxMTI3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c484d2ebfccb83bb,,,,,16.8275,,,19.5263,,
"Artificial-Silk Sales Office, (Offices of Erich Raemisch, Weiss, and von Stösser), Berlin, Germany, Circular bookcase. Plan, elevations, and section",Lilly Reich,8059,"(German, 1885–1947)",(German),(1885),(1947),(female),1931,Pencil on tracing paper,"21 x 39"" (53.3 x 99.1 cm)","Lilly Reich Collection, Mies van der Rohe Archive",R3.2,Mies van der Rohe Archive,Architecture & Design,,N,140074,,,,,,,53.3401066802,,,99.0601981204,,
"Plate 5 of 9, from the illustrated book, He Disappeared into Complete Silence",Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(female),1946-1947,Engraving,"plate: 6 7/8 x 4 13/16"" (17.5 x 12.3 cm); sheet: 10 1/16 x 6 15/16"" (25.6 x 17.6 cm)",Gift of the artist,409.1993,Print,Drawings & Prints,1993-11-17,Y,68618,https://www.moma.org/collection/works/68618,https://www.moma.org/media/W1siZiIsIjE1ODMzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fff93ea9d515e273,,,,,17.5,,,12.3,,
"Page from Sketchbook #40, New York City",Ellsworth Kelly,3048,"(American, 1923–2015)",(American),(1923),(2015),(male),1959-60,"Page from a sketchbook with pencil, ink, and colored ink on paper","11 × 14"" (27.9 × 35.6 cm)",Gift of Jack Shear,350.2020.109,Notebook,Drawings & Prints,2020-12-09,N,441037,,,,,0.0,,27.9,,,35.6,,
Head,Fritz Wotruba,6456,"(Austrian, 1907–1975)",(Austrian),(1907),(1975),(male),1954-55,Bronze,"16 3/4 x 7 x 7 3/4"" (42.5 x 17.9 x 19.7 cm)",Blanchette Hooker Rockefeller Fund,162.1957,Sculpture,Painting & Sculpture,1957-10-09,Y,81052,https://www.moma.org/collection/works/81052,https://www.moma.org/media/W1siZiIsIjQ5MjAxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bce46dbf47213fdb,,,19.7,,42.5,,11.3399,17.9,,
"DAUGHTER OF JOY, SO CALLED, plate XIV (folio 49) from MISERERE",Georges Rouault,5053,"(French, 1871–1958)",(French),(1871),(1958),(male),(Print executed 1922),"Lift ground aquatint and drypoint with roulette over photogravure, printed in black","plate  20 1/16 x 14 3/8"" (51 x 36.6 cm)",The Louis E. Stern Collection,1047.1964.14,Illustrated Book,Drawings & Prints,1964-10-06,N,30626,,,,,,,51.0,,,36.6,,
Costume design for the opera Satyagraha: Krishna,Robert Israel,2839,"(American, born 1939)",(American),(1939),(0),(male),(1982),Felt-tip pen and watercolor on paper,"30 x 22 1/8"" (76 x 56.1 cm)",Gift of Mrs. Julie Augur and R.L.B. Tobin,307.1983.17,Drawing,Drawings & Prints,1983-03-15,Y,36149,https://www.moma.org/collection/works/36149,,,,,,76.0,,,56.1,,
AC/DC Snake,Philippe Parreno,28190,"(French, born 1964)",(French),(1964),(0),(male),2010,Multiple of electronic adapters,"overall (irreg.): 16 5/8 x 5 1/4 x 6 5/8"" (42.3 x 13.4 x 16.8 cm)",Committee on Prints and Illustrated Books Fund,940.2010,Multiple,Drawings & Prints,2010-11-10,Y,142183,https://www.moma.org/collection/works/142183,https://www.moma.org/media/W1siZiIsIjI1NDExOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=70fe6631a9df7dd1,,,16.8,,42.3,,,13.4,,
Untitled,Bronislaw Schlabs,44214,"(Polish, 1920–2009)",(Polish),(1920),(2009),(male),1958,Gelatin silver print,"9 3/8 × 7 1/16"" (23.8 × 18 cm)",Gift of the artist,191.2014,Photograph,Photography,,Y,172823,https://www.moma.org/collection/works/172823,https://www.moma.org/media/W1siZiIsIjI5MjExNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f0b9f313e536d598,,,,,23.8,,,18.0,,
"Plate 16 from Arkhitekturnye fantazii: 101 kompozitsiia v kraskakh, 101 arkhitekturnaia miniatiura (Architectural Fantasies: 101 Compositions in Color, 101 Architectural Miniatures)",Iakov Chernikhov,1093,"(Russian, born Ukraine. 1889–1951)",(Russian),(1889),(1951),(male),1933,One from an illustrated book with 214 letterpress illustrations,"composition (irreg.): 5 15/16 × 5 11/16"" (15.1 × 14.5 cm); page (each): 11 3/4 × 8 1/16"" (29.9 × 20.5 cm)",Gift of The Judith Rothschild Foundation,378.2001.82,Illustrated Book,Drawings & Prints,2001-01-24,N,416901,,,,,,,15.1,,,14.5,,
Nude,Lee Friedlander,2002,"(American, born 1934)",(American),(1934),(0),(male),1981,Gelatin silver print,"7 15/16 × 12"" (20.3 × 30.5 cm)",Acquired in honor of John Szarkowski through the generosity of the curatorial interns who worked for him,11.1992,Photograph,Photography,1992-01-09,N,43960,,,,,,,20.3,,,30.5,,
"UCCA Dune Art Museum, Aranya, Hebei, China","Li Hu, Huang Wenjing, Wu Qingshan","133368, 133369, 74188","(Chinese, born 1973) (Chinese, born 1973) (Chinese)",(Chinese) (Chinese) (Chinese),(1973) (1973) (0),(0) (0) (0),(male) (female) (male),2015–2018,Digital photograph,,Gift of OPEN Architecture,277.2020.5,Architecture,Architecture & Design,2020-11-16,Y,416209,https://www.moma.org/collection/works/416209,https://www.moma.org/media/W1siZiIsIjQ5NjM1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=afe71cf610800a40,,,,,,,,,,
Untitled,Anne Turyn,5982,"(American, born 1954)",(American),(1954),(0),(female),1983,Chromogenic print,"13 × 19 3/16"" (32.9 × 48.6 cm)",The Family of Man Fund,494.1984.x1-x2,Photograph,Photography,1984-12-05,Y,54357,https://www.moma.org/collection/works/54357,https://www.moma.org/media/W1siZiIsIjIzMzQ2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6ffea54eec771f6c,,,,,32.9,,,48.6,,
"House of the Century (Alvin and Marilyn Lubetkin House), Mojo Lake, TX (Sections)","Ant Farm, Chip Lord, Doug Michels, Richard Jost","32176, 32750, 32751, 34045","(USA, est. 1968) (American, born 1944) (American, 1943–2003) (American, born 1942)",(American) (American) (American) (American),(1968) (1944) (1943) (1942),(0) (0) (2003) (0),() (male) (male) (male),1971-73,"Ink, pencil, and felt-tipped marker on transparentized paper","24 x 36"" (61 x 91.4 cm)",Gift of the Doug Michels Estate and the University of Houston,313.2007,Architecture,Architecture & Design,2007-06-05,Y,108953,https://www.moma.org/collection/works/108953,https://www.moma.org/media/W1siZiIsIjEyMTQzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c76d082c9eb47a33,,,,,60.9601,,,91.4402,,
